data,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,dimessi_guariti,deceduti,totale_casi,ingressi_terapia_intensiva,variazione_totale_casi,variazione_deceduti,variazione_dimessi_guariti
2020-05-17,Abruzzo,231,9,240,1369,1609,1379,385,3186,0.0,83,26,306
2020-05-24,Abruzzo,191,6,197,1216,1413,1736,398,3226,0.0,40,13,357
2020-05-31,Abruzzo,149,4,152,894,1046,2064,405,3244,0.0,18,7,328
2020-06-07,Abruzzo,113,6,119,625,744,2194,418,3265,0.0,21,13,130
2020-06-14,Abruzzo,91,5,95,539,632,2312,456,3279,0.0,14,38,118
2020-06-21,Abruzzo,71,3,74,412,486,2419,459,3281,0.0,2,3,107
2020-06-28,Abruzzo,49,3,52,342,394,2540,462,3286,0.0,5,3,121
2020-07-05,Abruzzo,33,2,33,252,282,2682,464,3309,0.0,23,2,142
2020-07-12,Abruzzo,30,0,30,128,156,2713,465,3328,0.0,19,1,31
2020-07-19,Abruzzo,19,0,19,124,143,2751,468,3336,0.0,8,3,38
2020-07-26,Abruzzo,13,2,15,108,121,2777,470,3359,0.0,23,2,26
2020-08-02,Abruzzo,16,1,17,101,116,2801,472,3389,0.0,30,2,24
2020-08-09,Abruzzo,24,1,25,189,213,2817,472,3502,0.0,113,0,16
2020-08-16,Abruzzo,25,1,26,228,254,2834,472,3560,0.0,58,0,17
2020-08-23,Abruzzo,32,2,33,300,332,2844,472,3648,0.0,88,0,10
2020-08-30,Abruzzo,39,1,40,391,429,2872,472,3773,0.0,125,0,28
2020-09-06,Abruzzo,35,2,36,475,509,2910,472,3891,0.0,118,0,38
2020-09-13,Abruzzo,41,4,44,535,579,2964,472,4015,0.0,124,0,54
2020-09-20,Abruzzo,48,5,53,626,679,2984,474,4137,0.0,122,2,20
2020-09-27,Abruzzo,58,5,63,807,862,3040,478,4380,0.0,243,4,56
2020-10-04,Abruzzo,70,6,76,919,995,3101,481,4577,0.0,197,3,61
2020-10-11,Abruzzo,116,8,124,1293,1417,3153,487,5057,0.0,480,6,52
2020-10-18,Abruzzo,170,15,183,2330,2513,3187,494,6194,0.0,1137,7,34
2020-10-25,Abruzzo,245,18,263,3822,4085,3469,514,8068,0.0,1874,20,282
2020-11-01,Abruzzo,391,32,423,6210,6633,3854,554,11041,0.0,2973,40,385
2020-11-08,Abruzzo,484,43,527,8804,9331,4592,596,14519,0.0,3478,42,738
2020-11-15,Abruzzo,567,59,624,12410,13034,5469,679,19182,0.0,4663,83,877
2020-11-22,Abruzzo,676,75,749,15395,16131,6731,786,23648,0.0,4466,107,1262
2020-11-29,Abruzzo,694,77,768,17306,18040,8543,886,27469,0.0,3821,100,1812
2020-12-06,Abruzzo,714,76,790,17415,18192,12206,980,30274,19.0,2805,94,3663
2020-12-13,Abruzzo,678,73,751,15890,16641,15737,1038,32084,29.0,1810,58,3531
2020-12-20,Abruzzo,630,64,694,14188,14882,19307,1124,33471,21.0,1387,86,3570
2020-12-27,Abruzzo,555,43,598,12068,12666,21507,1173,34496,18.0,1025,49,2200
2021-01-03,Abruzzo,458,41,496,11049,11545,23299,1231,35953,21.0,1457,58,1792
2021-01-10,Abruzzo,480,41,516,11035,11541,24935,1277,37753,19.0,1800,46,1636
2021-01-17,Abruzzo,478,41,516,11071,11552,26438,1325,39315,19.0,1562,48,1503
2021-01-24,Abruzzo,454,45,497,10885,11382,28842,1393,40889,28.0,1574,68,2404
2021-01-31,Abruzzo,426,46,470,10058,10487,30892,1467,42846,21.0,1957,74,2050
2021-02-07,Abruzzo,470,51,521,10455,10976,32919,1513,45408,30.0,2562,46,2027
2021-02-14,Abruzzo,548,53,599,11049,11648,34560,1563,47771,27.0,2363,50,1641
2021-02-21,Abruzzo,586,76,662,12262,12924,36549,1620,51093,49.0,3322,57,1989
2021-02-28,Abruzzo,622,82,704,12540,13244,39523,1701,54468,41.0,3375,81,2974
2021-03-07,Abruzzo,657,87,744,12838,13565,42131,1801,57497,42.0,3029,100,2608
2021-03-14,Abruzzo,673,94,766,12695,13444,45347,1901,60088,51.0,2591,100,3216
2021-03-21,Abruzzo,685,89,772,12034,12806,49327,2016,62525,39.0,2437,115,3980
2021-03-28,Abruzzo,670,89,759,10309,11068,51801,2083,64550,28.0,2025,67,2474
2021-04-04,Abruzzo,622,78,698,10074,10728,53697,2169,66594,30.0,2044,86,1896
2021-04-11,Abruzzo,603,72,673,10050,10716,55299,2243,68002,27.0,1408,74,1602
2021-04-18,Abruzzo,569,64,633,9777,10410,56951,2333,69384,29.0,1382,90,1652
2021-04-25,Abruzzo,514,52,566,9192,9758,58998,2376,70519,10.0,1135,43,2047
2021-05-02,Abruzzo,419,45,463,8594,9057,60458,2412,71603,10.0,1084,36,1460
2021-05-09,Abruzzo,360,34,394,8218,8612,62132,2437,72516,16.0,913,25,1674
2021-05-16,Abruzzo,278,29,307,7545,7852,63820,2454,73242,6.0,726,17,1688
2021-05-23,Abruzzo,202,21,223,6654,6877,65254,2468,73689,9.0,447,14,1434
2021-05-30,Abruzzo,183,17,200,5708,5908,65986,2480,74025,3.0,336,12,732
2021-06-06,Abruzzo,137,14,150,5343,5493,66634,2491,74277,4.0,252,11,648
2021-06-13,Abruzzo,91,7,98,4477,4575,70433,2502,74464,0.0,187,11,3799
2021-06-20,Abruzzo,71,4,75,1398,1473,70844,2509,74628,0.0,164,7,411
2021-06-27,Abruzzo,43,2,45,1172,1217,71220,2512,74761,2.0,133,3,376
2021-07-04,Abruzzo,26,1,27,966,993,71526,2512,74949,0.0,188,0,306
2021-07-11,Abruzzo,29,1,30,924,954,71696,2512,75162,0.0,213,0,170
2021-07-18,Abruzzo,29,1,30,968,990,71890,2513,75393,0.0,231,1,194
2021-07-25,Abruzzo,24,1,24,1178,1202,72056,2514,75772,0.0,379,1,166
2021-08-01,Abruzzo,34,0,34,1473,1507,72247,2514,76267,0.0,495,0,190
2021-08-08,Abruzzo,43,1,44,1777,1821,72545,2515,76881,1.0,614,1,299
2021-08-15,Abruzzo,56,5,61,1971,2032,72985,2518,77535,6.0,654,3,440
2021-08-22,Abruzzo,62,12,74,2275,2348,73445,2519,78312,9.0,777,1,460
2021-08-29,Abruzzo,80,14,91,2246,2333,74119,2527,78979,3.0,667,8,674
2021-09-05,Abruzzo,89,7,96,2205,2293,74765,2533,79591,2.0,612,6,646
2021-09-12,Abruzzo,83,7,89,2160,2237,75405,2535,80177,4.0,586,2,640
2021-09-19,Abruzzo,78,7,84,2090,2172,76020,2536,80677,1.0,500,1,615
2021-09-26,Abruzzo,82,6,88,1959,2046,76584,2542,81059,1.0,382,6,564
2021-10-03,Abruzzo,62,5,67,1825,1892,77063,2545,81366,3.0,307,3,479
2021-10-10,Abruzzo,54,6,59,1613,1672,77581,2549,81624,2.0,258,4,518
2021-10-17,Abruzzo,53,6,58,1374,1427,77919,2553,81892,0.0,268,4,338
2021-10-24,Abruzzo,56,6,62,1489,1551,78255,2559,82365,3.0,473,6,336
2021-10-31,Abruzzo,64,11,74,1862,1927,78512,2562,83001,6.0,636,3,257
2021-11-07,Abruzzo,70,9,77,2325,2400,78786,2565,83751,3.0,750,3,274
2021-11-14,Abruzzo,82,11,91,2898,2983,79259,2567,84809,8.0,1058,2,473
2021-11-21,Abruzzo,90,13,101,3620,3716,79830,2578,86124,3.0,1315,11,571
2021-11-28,Abruzzo,106,9,115,4196,4311,80566,2586,87463,6.0,1339,8,736
2021-12-05,Abruzzo,115,10,123,4958,5080,81460,2599,89139,7.0,1676,13,894
2021-12-12,Abruzzo,124,13,135,5627,5762,82495,2609,90866,11.0,1727,10,1035
2021-12-19,Abruzzo,132,18,149,6833,6982,83678,2617,93277,10.0,2411,8,1183
2021-12-26,Abruzzo,144,21,165,8940,9105,84883,2629,96617,14.0,3340,12,1205
2022-01-02,Abruzzo,184,24,206,21794,22000,87087,2642,111729,11.0,15112,13,2204
2022-01-09,Abruzzo,291,27,318,48042,48360,89515,2670,140545,16.0,28816,28,2428
2022-01-16,Abruzzo,386,41,424,68654,69078,94661,2699,166438,33.0,25893,29,5146
2022-01-23,Abruzzo,418,40,458,91166,91614,97243,2748,191605,24.0,25167,49,2582
2022-01-30,Abruzzo,419,41,456,111176,111624,99532,2807,213963,21.0,22358,59,2289
2022-02-06,Abruzzo,501,36,535,118186,118707,110169,2836,231001,14.0,17038,29,10637
2022-02-13,Abruzzo,535,34,563,115289,115833,134311,2881,243678,7.0,12677,45,24142
2022-02-20,Abruzzo,492,25,517,107060,107575,158264,2922,254196,8.0,10518,41,23953
2022-02-27,Abruzzo,437,17,454,91314,91768,160141,2927,254836,1.0,640,5,1877
2020-03-01,Basilicata,0,0,0,0,0,0,0,0,0.0,0,0,0
2020-03-08,Basilicata,2,0,2,2,4,0,0,4,0.0,4,0,0
2020-03-15,Basilicata,2,2,2,9,11,0,0,11,0.0,7,0,0
2020-03-22,Basilicata,13,10,23,58,81,0,0,81,0.0,70,0,0
2020-03-29,Basilicata,32,19,50,147,197,1,4,202,0.0,121,4,1
2020-04-05,Basilicata,46,19,64,190,254,11,13,278,0.0,76,9,10
2020-04-12,Basilicata,61,18,74,209,281,20,18,315,0.0,37,5,9
2020-04-19,Basilicata,64,12,76,204,273,71,24,342,0.0,27,6,51
2020-04-26,Basilicata,65,7,72,176,245,122,25,366,0.0,24,1,51
2020-05-03,Basilicata,57,7,64,153,217,167,25,386,0.0,20,0,45
2020-05-10,Basilicata,50,3,53,124,177,215,27,399,0.0,-1,2,48
2020-05-17,Basilicata,47,1,48,95,142,261,27,392,0.0,7,0,46
2020-05-24,Basilicata,29,1,30,63,93,333,27,399,0.0,7,0,72
2020-05-31,Basilicata,13,0,13,29,36,343,27,399,0.0,0,0,10
2020-06-07,Basilicata,4,0,4,24,28,358,27,399,0.0,0,0,15
2020-06-14,Basilicata,1,1,1,13,14,363,27,401,0.0,2,0,5
2020-06-21,Basilicata,1,1,1,10,11,366,27,401,0.0,0,0,3
2020-06-28,Basilicata,1,0,1,7,8,372,27,401,0.0,0,0,6
2020-07-05,Basilicata,1,0,1,4,4,373,27,404,0.0,3,0,1
2020-07-12,Basilicata,3,0,3,4,5,374,27,406,0.0,2,0,1
2020-07-19,Basilicata,3,0,3,5,7,374,28,408,0.0,2,1,-1
2020-07-26,Basilicata,2,0,2,44,46,374,28,448,0.0,40,0,1
2020-08-02,Basilicata,2,0,2,49,51,374,28,453,0.0,5,0,0
2020-08-09,Basilicata,2,0,2,73,75,374,28,476,0.0,23,0,-1
2020-08-16,Basilicata,0,0,0,73,73,392,28,486,0.0,9,0,19
2020-08-23,Basilicata,1,0,1,73,73,403,28,502,0.0,17,0,11
2020-08-30,Basilicata,2,1,2,86,88,408,28,524,0.0,22,0,5
2020-09-06,Basilicata,4,1,5,118,123,413,28,564,0.0,40,0,5
2020-09-13,Basilicata,5,1,6,150,156,429,28,613,0.0,49,0,16
2020-09-20,Basilicata,6,1,7,159,166,443,28,637,0.0,24,0,14
2020-09-27,Basilicata,14,1,15,252,266,468,29,763,0.0,126,1,25
2020-10-04,Basilicata,15,2,17,373,390,497,33,920,0.0,157,4,29
2020-10-11,Basilicata,36,2,36,449,485,527,35,1047,0.0,127,2,30
2020-10-18,Basilicata,43,0,43,637,680,555,39,1274,0.0,227,4,28
2020-10-25,Basilicata,54,5,58,955,1013,639,44,1696,0.0,422,5,84
2020-11-01,Basilicata,86,11,97,1498,1595,705,49,2349,0.0,653,5,66
2020-11-08,Basilicata,102,16,118,2536,2654,805,64,3523,0.0,1174,15,100
2020-11-15,Basilicata,155,26,181,3788,3969,931,79,4979,0.0,1456,15,126
2020-11-22,Basilicata,157,30,181,5153,5332,1128,110,6570,0.0,1591,31,197
2020-11-29,Basilicata,160,25,180,6016,6182,1723,145,8050,0.0,1480,35,595
2020-12-06,Basilicata,165,22,185,6259,6444,2397,175,8940,0.0,890,30,674
2020-12-13,Basilicata,124,16,140,6253,6393,3003,202,9425,6.0,485,27,606
2020-12-20,Basilicata,114,12,126,6042,6159,3804,220,10029,2.0,604,18,801
2020-12-27,Basilicata,98,9,104,5866,5965,4280,242,10481,4.0,452,22,476
2021-01-03,Basilicata,97,6,100,6091,6191,4649,262,11102,2.0,621,20,369
2021-01-10,Basilicata,95,4,99,6552,6637,4967,275,11879,3.0,777,13,318
2021-01-17,Basilicata,94,6,98,6829,6918,5290,293,12501,3.0,622,18,323
2021-01-24,Basilicata,89,6,93,6881,6969,5631,311,12842,4.0,341,18,341
2021-01-31,Basilicata,86,6,92,6875,6960,7481,326,13231,4.0,389,15,1850
2021-02-07,Basilicata,84,2,86,4881,4954,10054,340,13686,2.0,455,14,2573
2021-02-14,Basilicata,82,6,87,3378,3450,10449,352,14251,6.0,565,12,395
2021-02-21,Basilicata,79,7,83,3496,3578,10902,365,14845,3.0,594,13,453
2021-02-28,Basilicata,87,10,95,3937,4032,11232,371,15635,7.0,790,6,330
2021-03-07,Basilicata,101,13,113,4136,4247,12425,379,16589,5.0,954,8,1193
2021-03-14,Basilicata,144,16,160,3931,4091,12971,387,17449,6.0,860,8,546
2021-03-21,Basilicata,167,17,180,4295,4470,13476,412,18358,6.0,909,25,505
2021-03-28,Basilicata,159,15,172,4637,4808,13904,436,19148,10.0,790,24,428
2021-04-04,Basilicata,180,14,193,4837,5022,14544,452,20018,4.0,870,16,640
2021-04-11,Basilicata,179,13,191,4952,5143,15357,484,20984,6.0,966,32,813
2021-04-18,Basilicata,177,15,190,5616,5799,15911,497,22207,7.0,1223,13,554
2021-04-25,Basilicata,172,13,182,5944,6120,16655,513,23288,5.0,1081,16,744
2021-05-02,Basilicata,168,10,176,6125,6292,17412,536,24232,5.0,944,23,757
2021-05-09,Basilicata,163,11,172,6107,6275,18465,548,24985,9.0,753,12,1053
2021-05-16,Basilicata,131,10,141,5767,5908,19925,564,25627,6.0,642,16,1460
2021-05-23,Basilicata,107,9,115,4838,4953,20934,570,26015,3.0,388,6,1009
2021-05-30,Basilicata,81,6,86,4324,4408,21932,578,26310,0.0,295,8,998
2021-06-06,Basilicata,60,2,61,3711,3769,22571,584,26493,2.0,183,6,639
2021-06-13,Basilicata,48,0,48,3231,3279,23124,585,26688,0.0,195,1,553
2021-06-20,Basilicata,40,0,40,2913,2953,24938,589,26827,0.0,139,4,1814
2021-06-27,Basilicata,33,0,33,1231,1264,25500,590,26933,0.0,106,1,562
2021-07-04,Basilicata,23,0,23,754,777,25711,591,26985,0.0,52,1,211
2021-07-11,Basilicata,17,1,17,669,685,25886,591,27041,1.0,56,0,175
2021-07-18,Basilicata,14,0,14,545,558,25946,591,27091,0.0,50,0,60
2021-07-25,Basilicata,22,0,22,553,569,26069,591,27223,0.0,132,0,123
2021-08-01,Basilicata,17,0,17,682,699,26134,591,27424,0.0,201,0,65
2021-08-08,Basilicata,23,2,24,875,899,26247,592,27738,3.0,314,1,113
2021-08-15,Basilicata,32,2,34,1092,1126,26383,594,28103,2.0,365,2,136
2021-08-22,Basilicata,38,2,40,1242,1280,26559,597,28436,1.0,333,3,176
2021-08-29,Basilicata,47,0,47,1326,1373,26869,597,28839,0.0,403,0,310
2021-09-05,Basilicata,48,3,49,1388,1436,27164,600,29200,4.0,361,3,295
2021-09-12,Basilicata,50,4,53,1372,1425,27541,606,29489,2.0,289,6,377
2021-09-19,Basilicata,50,4,53,1272,1322,27879,608,29766,0.0,277,2,338
2021-09-26,Basilicata,56,3,59,1208,1266,28147,612,29959,0.0,193,4,268
2021-10-03,Basilicata,48,3,51,1214,1252,28417,615,30262,0.0,303,3,270
2021-10-10,Basilicata,32,1,33,1175,1208,28656,619,30435,0.0,173,4,239
2021-10-17,Basilicata,26,0,26,1117,1141,28961,623,30538,0.0,103,4,305
2021-10-24,Basilicata,24,0,24,915,937,29211,624,30631,0.0,93,1,250
2021-10-31,Basilicata,22,0,22,781,803,29345,624,30771,0.0,140,0,134
2021-11-07,Basilicata,29,0,29,825,854,29455,624,30933,0.0,162,0,110
2021-11-14,Basilicata,26,1,27,903,930,29572,624,31126,1.0,193,0,117
2021-11-21,Basilicata,27,2,28,937,960,29714,625,31299,1.0,173,1,142
2021-11-28,Basilicata,21,3,23,1029,1043,29868,626,31537,3.0,238,1,154
2021-12-05,Basilicata,14,0,14,1125,1139,30039,627,31805,0.0,268,1,171
2021-12-12,Basilicata,20,1,21,1310,1331,30283,627,32241,1.0,436,0,244
2021-12-19,Basilicata,32,1,33,1796,1826,30584,627,33037,0.0,796,0,301
2021-12-26,Basilicata,46,1,47,2687,2734,30813,630,34177,1.0,1140,3,229
2022-01-02,Basilicata,71,2,73,5554,5627,31197,635,37459,2.0,3282,5,384
2022-01-09,Basilicata,74,3,76,10442,10513,32135,645,43293,2.0,5834,10,938
2022-01-16,Basilicata,93,2,95,13921,14016,33891,653,48560,3.0,5267,8,1756
2022-01-23,Basilicata,91,5,95,16964,17056,38507,668,56231,4.0,7671,15,4616
2022-01-30,Basilicata,98,6,104,18617,18716,43866,681,63263,2.0,7032,13,5359
2022-02-06,Basilicata,96,6,101,20112,20207,49107,693,70007,2.0,6744,12,5241
2022-02-13,Basilicata,99,7,105,20216,20314,54192,713,75047,5.0,5040,20,5085
2022-02-20,Basilicata,105,5,106,20015,20118,58855,740,79315,0.0,4268,27,4663
2022-02-27,Basilicata,106,1,107,19656,19763,59186,742,79691,0.0,376,2,331
2020-03-01,Calabria,0,0,0,1,1,0,0,1,0.0,1,0,0
2020-03-08,Calabria,5,0,5,4,9,0,0,9,0.0,8,0,0
2020-03-15,Calabria,32,6,38,33,66,2,1,68,0.0,59,1,1
2020-03-22,Calabria,77,17,94,166,260,5,8,273,0.0,205,7,4
2020-03-29,Calabria,124,23,143,434,577,12,25,614,0.0,341,17,7
2020-04-05,Calabria,183,19,200,519,706,33,56,795,0.0,181,31,21
2020-04-12,Calabria,170,15,185,616,795,62,66,923,0.0,128,10,29
2020-04-19,Calabria,161,12,173,696,847,116,75,1035,0.0,112,9,54
2020-04-26,Calabria,140,8,147,691,828,212,80,1089,0.0,54,5,96
2020-05-03,Calabria,114,6,120,662,782,324,88,1114,0.0,25,8,112
2020-05-10,Calabria,93,4,97,577,674,445,91,1132,0.0,18,3,121
2020-05-17,Calabria,65,2,66,503,568,634,95,1151,0.0,19,4,189
2020-05-24,Calabria,53,2,55,346,401,786,96,1157,0.0,6,1,152
2020-05-31,Calabria,42,1,43,221,264,917,97,1158,0.0,1,1,131
2020-06-07,Calabria,20,1,21,114,135,971,97,1159,0.0,1,0,54
2020-06-14,Calabria,18,1,18,59,77,1021,97,1162,0.0,3,0,50
2020-06-21,Calabria,18,1,18,19,37,1040,97,1173,0.0,11,0,19
2020-06-28,Calabria,15,0,15,22,33,1057,97,1180,0.0,7,0,17
2020-07-05,Calabria,4,0,4,23,27,1060,97,1183,0.0,3,0,3
2020-07-12,Calabria,4,0,4,53,57,1062,97,1216,0.0,33,0,2
2020-07-19,Calabria,6,0,6,70,75,1070,97,1239,0.0,23,0,8
2020-07-26,Calabria,3,0,3,76,79,1071,97,1247,0.0,8,0,1
2020-08-02,Calabria,5,1,6,93,98,1075,97,1270,0.0,23,0,4
2020-08-09,Calabria,9,1,10,94,101,1090,97,1287,0.0,17,0,15
2020-08-16,Calabria,9,1,10,136,146,1105,97,1348,0.0,61,0,15
2020-08-23,Calabria,11,1,12,154,166,1135,97,1398,0.0,50,0,30
2020-08-30,Calabria,17,1,17,215,232,1148,97,1477,0.0,79,0,13
2020-09-06,Calabria,25,1,25,324,349,1176,98,1623,0.0,146,1,28
2020-09-13,Calabria,29,3,32,363,395,1222,98,1715,0.0,92,0,46
2020-09-20,Calabria,31,4,34,427,461,1273,98,1832,0.0,117,0,51
2020-09-27,Calabria,35,4,37,507,544,1308,100,1952,0.0,120,2,35
2020-10-04,Calabria,36,2,38,537,575,1387,101,2063,0.0,111,1,79
2020-10-11,Calabria,42,2,43,688,730,1458,103,2291,0.0,228,2,71
2020-10-18,Calabria,61,5,66,1006,1072,1585,104,2761,0.0,470,1,127
2020-10-25,Calabria,106,10,116,1897,2013,1671,106,3790,0.0,1029,2,86
2020-11-01,Calabria,161,13,174,3188,3362,1831,117,5310,0.0,1520,11,160
2020-11-08,Calabria,233,26,249,4771,5020,2305,140,7465,0.0,2155,23,474
2020-11-15,Calabria,345,41,383,6656,7039,2880,174,10093,0.0,2628,34,575
2020-11-22,Calabria,433,53,480,9578,10058,3616,222,13896,0.0,3803,48,736
2020-11-29,Calabria,435,47,482,10576,11024,5139,281,16444,0.0,2548,59,1523
2020-12-06,Calabria,417,42,457,10528,10970,7533,343,18537,9.0,2093,62,2394
2020-12-13,Calabria,382,27,409,9965,10366,10022,392,19796,13.0,1259,49,2489
2020-12-20,Calabria,346,22,367,8955,9322,12260,422,21151,16.0,1355,30,2238
2020-12-27,Calabria,300,23,322,8305,8578,13665,451,22694,14.0,1543,29,1405
2021-01-03,Calabria,260,19,274,8612,8863,15445,488,24590,17.0,1896,37,1780
2021-01-10,Calabria,262,25,284,9331,9612,16808,514,26934,16.0,2344,26,1363
2021-01-17,Calabria,291,29,318,9918,10233,18305,535,29073,15.0,2139,21,1497
2021-01-24,Calabria,312,27,336,10105,10405,20101,566,31072,14.0,1999,31,1796
2021-01-31,Calabria,283,22,302,9803,10103,23246,592,32747,12.0,1675,26,3145
2021-02-07,Calabria,276,27,297,8382,8679,25764,624,34191,11.0,1444,32,2518
2021-02-14,Calabria,243,27,267,7305,7564,28037,647,35436,9.0,1245,23,2273
2021-02-21,Calabria,197,22,217,6529,6746,29553,666,36586,9.0,1150,19,1516
2021-02-28,Calabria,190,20,210,6147,6342,30933,683,37880,16.0,1294,17,1380
2021-03-07,Calabria,218,30,247,6402,6649,32016,705,39370,18.0,1490,22,1083
2021-03-14,Calabria,246,35,279,7281,7557,32896,732,41185,16.0,1815,27,880
2021-03-21,Calabria,311,37,343,8384,8727,34015,769,43511,18.0,2326,37,1119
2021-03-28,Calabria,377,37,413,9889,10302,35008,800,46110,21.0,2599,31,993
2021-04-04,Calabria,429,38,466,11017,11483,36574,847,48904,24.0,2794,47,1566
2021-04-11,Calabria,473,39,511,12045,12556,38222,903,51681,21.0,2777,56,1648
2021-04-18,Calabria,476,50,522,13563,14068,39983,938,54989,42.0,3308,35,1761
2021-04-25,Calabria,478,47,525,14389,14906,42216,984,58106,23.0,3117,46,2233
2021-05-02,Calabria,482,48,528,14743,15225,44453,1019,60697,24.0,2591,35,2237
2021-05-09,Calabria,440,40,479,13906,14385,48049,1075,62950,19.0,2253,56,3596
2021-05-16,Calabria,423,31,454,13075,13529,51133,1116,64632,14.0,1682,41,3084
2021-05-23,Calabria,356,28,379,11405,11784,53536,1138,65881,14.0,1249,22,2403
2021-05-30,Calabria,283,29,312,10582,10894,55711,1165,66875,7.0,994,27,2175
2021-06-06,Calabria,240,17,257,9481,9738,57506,1186,67658,9.0,783,21,1795
2021-06-13,Calabria,189,15,204,8631,8835,58929,1208,68232,5.0,574,22,1423
2021-06-20,Calabria,148,11,158,7745,7899,60571,1219,68659,6.0,427,11,1642
2021-06-27,Calabria,87,11,98,6698,6796,62172,1224,68905,2.0,246,5,1601
2021-07-04,Calabria,69,6,74,5373,5445,64701,1230,69082,1.0,177,6,2529
2021-07-11,Calabria,55,6,61,2820,2881,66021,1234,69329,0.0,247,4,1320
2021-07-18,Calabria,50,4,54,2011,2059,66399,1237,69642,2.0,313,3,378
2021-07-25,Calabria,52,5,56,2216,2270,66685,1244,70199,4.0,557,7,286
2021-08-01,Calabria,66,6,72,2765,2837,66989,1255,71081,5.0,882,11,304
2021-08-08,Calabria,84,5,88,2817,2893,68077,1266,72163,2.0,1082,11,1088
2021-08-15,Calabria,104,7,111,3375,3484,68954,1275,73704,6.0,1541,9,877
2021-08-22,Calabria,125,12,136,3761,3891,70105,1296,75292,12.0,1588,21,1151
2021-08-29,Calabria,153,16,169,4782,4951,71064,1309,77324,12.0,2032,13,959
2021-09-05,Calabria,176,16,190,5053,5242,72653,1333,79228,7.0,1904,24,1589
2021-09-12,Calabria,181,18,195,4985,5176,74472,1353,80912,12.0,1684,20,1819
2021-09-19,Calabria,177,18,193,4831,5012,76199,1373,82256,6.0,1344,20,1727
2021-09-26,Calabria,178,15,191,4444,4633,77817,1396,83271,6.0,1015,23,1618
2021-10-03,Calabria,166,16,179,3805,3977,79221,1412,84125,8.0,854,16,1404
2021-10-10,Calabria,132,14,146,3213,3359,80507,1424,84867,3.0,742,12,1286
2021-10-17,Calabria,107,14,117,2752,2869,81417,1431,85592,5.0,725,7,910
2021-10-24,Calabria,88,10,98,2762,2845,82192,1440,86476,3.0,884,9,775
2021-10-31,Calabria,98,6,103,3054,3157,82944,1449,87550,3.0,1074,9,752
2021-11-07,Calabria,113,9,122,3412,3534,83598,1454,88586,8.0,1036,5,654
2021-11-14,Calabria,114,9,122,3616,3737,84549,1466,89752,6.0,1166,12,951
2021-11-21,Calabria,124,12,134,3668,3791,85685,1483,90959,7.0,1207,17,1136
2021-11-28,Calabria,123,16,134,4099,4232,86778,1495,92505,11.0,1546,12,1093
2021-12-05,Calabria,146,20,165,5152,5317,87751,1507,94575,8.0,2070,12,973
2021-12-12,Calabria,168,22,185,6518,6701,88891,1527,97119,11.0,2544,20,1140
2021-12-19,Calabria,219,21,240,8267,8507,90594,1548,100649,12.0,3530,21,1703
2021-12-26,Calabria,269,30,298,10616,10914,92427,1583,104924,29.0,4275,35,1833
2022-01-02,Calabria,313,28,341,17297,17637,94502,1630,113769,16.0,8845,47,2075
2022-01-09,Calabria,378,34,412,27301,27713,97900,1671,127284,20.0,13515,41,3398
2022-01-16,Calabria,432,38,469,36491,36960,106414,1723,145097,23.0,17813,52,8514
2022-01-23,Calabria,446,35,479,41363,41835,115862,1789,159486,20.0,14389,66,9448
2022-01-30,Calabria,435,35,468,40855,41323,125853,1872,168966,21.0,9480,83,9991
2022-02-06,Calabria,411,26,434,42775,43169,135452,1944,180565,16.0,11599,72,9599
2022-02-13,Calabria,378,31,404,45729,46103,144070,2002,192175,22.0,11610,58,8618
2022-02-20,Calabria,359,31,385,48481,48842,152560,2040,203442,15.0,11267,38,8490
2022-02-27,Calabria,346,28,374,48134,48508,154105,2046,204659,4.0,1217,6,1545
2020-03-01,Campania,4,0,4,13,17,0,0,17,0.0,17,0,0
2020-03-08,Campania,30,7,37,63,100,1,0,101,0.0,84,0,1
2020-03-15,Campania,73,22,95,201,296,28,9,333,0.0,232,9,27
2020-03-22,Campania,243,99,342,531,866,41,29,936,0.0,603,20,13
2020-03-29,Campania,476,181,611,945,1556,86,117,1759,0.0,823,88,45
2020-04-05,Campania,609,133,717,1904,2621,150,189,2960,0.0,1201,72,64
2020-04-12,Campania,610,103,711,2449,3057,305,242,3604,0.0,644,53,155
2020-04-19,Campania,622,86,700,2424,3118,703,304,4029,0.0,425,62,398
2020-04-26,Campania,586,61,647,2422,3019,1062,345,4331,0.0,302,41,359
2020-05-03,Campania,544,37,578,2299,2877,1394,364,4484,0.0,153,19,332
2020-05-10,Campania,438,28,462,2249,2711,2282,391,4588,0.0,104,27,888
2020-05-17,Campania,436,23,459,1450,1909,2592,396,4684,0.0,96,5,310
2020-05-24,Campania,342,17,359,1314,1673,3076,405,4749,0.0,65,9,484
2020-05-31,Campania,287,7,294,919,1213,3410,412,4802,0.0,53,7,334
2020-06-07,Campania,236,7,243,709,939,3675,426,4826,0.0,24,14,265
2020-06-14,Campania,82,6,88,629,717,3860,430,4837,0.0,-217,4,185
2020-06-21,Campania,58,6,60,229,289,4060,431,4617,0.0,8,1,200
2020-06-28,Campania,47,1,47,124,164,4071,431,4665,0.0,48,0,11
2020-07-05,Campania,37,0,37,175,201,4086,432,4719,0.0,54,1,15
